w1, w2, w3, w4, w5, w6, w7, w8, w9, w10, w11, w12
87.45866666666666, 84.38044444444434, 83.7111111111111, 82.90666666666661, 76.48177777777776, 78.51555555555552, 83.06222222222227, 82.72444444444443, 83.83111111111126, 85.06933333333329, 86.1386666666667, 87.78577777777787
87.60266666666664, 84.49866666666658, 83.72622222222228, 83.15377777777768, 76.58755555555562, 78.49066666666673, 83.15288888888897, 82.73066666666675, 83.79200000000007, 85.24266666666682, 86.26222222222218, 87.81244444444458
87.15999999999991, 84.64177777777773, 83.70577777777781, 82.9511111111111, 76.63199999999988, 78.49422222222225, 82.93955555555539, 82.47200000000011, 83.92266666666688, 85.14222222222223, 86.14755555555551, 87.85333333333337
87.21688888888876, 84.66755555555531, 83.58133333333342, 82.98577777777788, 76.62133333333315, 78.47466666666669, 83.01688888888883, 82.40888888888898, 83.76533333333339, 85.17422222222221, 86.29866666666666, 87.82666666666661
87.2133333333333, 84.68444444444427, 83.51022222222215, 82.96444444444457, 76.74666666666671, 78.42933333333345, 82.92533333333337, 82.27555555555557, 83.9315555555556, 85.09244444444444, 86.34577777777773, 87.75644444444464
87.35111111111095, 84.69777777777749, 83.4862222222224, 83.39555555555577, 76.52711111111113, 78.4044444444445, 83.06044444444458, 82.39111111111104, 83.945777777778, 85.3031111111111, 86.35911111111108, 87.60711111111114
87.18844444444454, 84.65422222222213, 83.54133333333344, 83.33688888888905, 76.48711111111106, 78.59022222222204, 83.10755555555548, 82.25600000000009, 83.92088888888888, 85.46400000000004, 86.55199999999994, 87.75200000000004
87.24888888888877, 84.70311111111106, 83.39200000000018, 83.06311111111116, 76.256888888889, 78.4328888888889, 82.75111111111106, 82.0657777777777, 83.79200000000016, 85.4106666666667, 86.27288888888884, 87.80800000000004
87.30044444444452, 84.65244444444428, 83.41066666666678, 83.11022222222228, 76.49066666666667, 78.62222222222218, 82.95288888888902, 81.92444444444457, 83.84622222222232, 85.42222222222226, 86.4195555555555, 87.97866666666661
87.43288888888881, 84.58044444444421, 83.312, 83.06133333333335, 76.41955555555552, 78.51733333333323, 82.95733333333341, 81.99288888888888, 83.84266666666676, 85.55200000000013, 86.71022222222217, 87.87733333333327
