w1, w2, w3, w4, w5, w6, w7, w8, w9, w10, w11, w12
90.06311111111097, 88.20177777777789, 85.39999999999988, 83.47022222222213, 74.12355555555548, 74.13333333333354, 78.65155555555546, 81.47822222222221, 82.81155555555571, 87.37777777777787, 88.68355555555554, 89.07466666666672
89.92977777777764, 88.01955555555554, 84.99733333333339, 82.99644444444442, 73.80888888888882, 74.0471111111112, 78.63200000000003, 81.15555555555537, 82.98311111111127, 87.11200000000001, 88.61866666666664, 88.87288888888894
89.78933333333327, 88.47555555555549, 85.6995555555555, 83.64711111111114, 74.27199999999996, 74.08977777777773, 79.02666666666664, 81.22666666666667, 82.85333333333321, 87.10577777777782, 89.04799999999996, 88.98044444444457
89.69955555555542, 88.13155555555544, 85.23555555555554, 83.27999999999987, 74.08355555555546, 74.10133333333327, 78.95377777777773, 81.12888888888888, 83.00711111111113, 87.54222222222226, 88.87733333333338, 88.99111111111107
89.76711111111115, 88.24888888888883, 85.20177777777764, 83.41866666666678, 73.80088888888882, 74.1004444444445, 78.76444444444446, 81.23111111111109, 83.00266666666661, 87.6613333333335, 88.88000000000001, 88.77333333333334
89.78933333333339, 88.344, 85.38755555555535, 83.44888888888877, 73.76800000000021, 74.23911111111111, 78.61866666666658, 80.81244444444441, 82.9306666666668, 87.19555555555553, 89.0648888888889, 89.04977777777786
90.06311111111113, 88.46666666666671, 85.09600000000007, 83.1866666666666, 73.87733333333327, 73.95466666666675, 78.62400000000004, 81.09866666666666, 83.17422222222233, 87.59999999999995, 89.01422222222237, 88.88355555555559
90.04177777777772, 88.59911111111099, 85.16977777777758, 83.30133333333333, 73.48977777777765, 74.22933333333337, 78.76088888888886, 80.79200000000003, 83.09688888888896, 87.33777777777779, 89.10311111111108, 88.77955555555559
90.06666666666665, 88.8622222222222, 85.16711111111103, 83.41777777777786, 73.76266666666668, 74.14133333333336, 78.90400000000002, 80.89511111111118, 83.21777777777773, 87.86400000000015, 89.27466666666655, 88.97155555555551
89.99555555555541, 88.65599999999986, 85.28888888888865, 83.29244444444447, 73.46311111111106, 74.29777777777784, 78.61866666666673, 80.78844444444452, 83.0444444444446, 87.43111111111106, 88.90933333333332, 88.91377777777767
90.0853333333333, 88.85777777777763, 85.44977777777758, 83.51111111111115, 73.82755555555549, 73.92888888888893, 78.58222222222217, 80.81955555555545, 83.01155555555562, 87.48622222222241, 89.15111111111118, 88.96088888888895
90.28000000000009, 88.75199999999995, 85.18755555555546, 83.29422222222213, 74.16977777777777, 73.90488888888885, 78.28711111111105, 80.36622222222228, 82.99555555555558, 87.61333333333332, 88.84800000000013, 88.68888888888885
90.2151111111111, 88.7928888888888, 85.3875555555555, 83.54577777777781, 73.90399999999991, 73.99644444444455, 78.71111111111112, 80.58133333333332, 83.08977777777768, 87.5848888888889, 89.05866666666661, 89.05066666666657
90.28088888888875, 88.8168888888887, 85.32177777777771, 83.35288888888891, 73.75022222222206, 74.09422222222224, 78.7244444444445, 80.55466666666655, 83.18755555555559, 87.76177777777784, 89.19822222222226, 89.0017777777779
